CÓDIGO;UOS;FAIXA ÁREA(m²);CFA B;CFA M;TX OCUP(%);TX PERM(%);ALT MAX;AFR;AFU;AF LAT;AF OBS;MARQUISE;GALERIA;COTA SOLEIRA;SUBSOLO
1514;CSIIR 2 - Parque das Bençãos(3);1000<a≤4000;1,00;4,00;70;20;36,50;-;-;-;-;obrigatória;-;ponto médio da testada frontal;permitido-tipo 2
1515;CSIIR 2 - Centro(4);1000<a≤2500;1,80;3,00;70;10;26,00;-;-;-;-;proibida;obrigatória;ponto médio da testada frontal;permitido-tipo 2
1516;CSIIR 2 - Centro - Tipo A(8);1000<a≤3000;1,80;4,00;70;10;36,50;-;-;-;-;proibida;obrigatória;ponto médio da testada frontal;permitido-tipo 2
1517;CSIIR 2 - Subcentro(4);2000<a≤3500;1,80;4,00;70;10;26,00;-;-;-;-;proibida;obrigatória;ponto médio da testada frontal;permitido-tipo 2
1518;CSII 1;a≤600;1,80;2,00;100;-;12,00;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 1
1519;CSII 1(4);600<a≤2000;2,50;2,50;100;-;12,00;-;-;-;-;-;obrigatória;ponto médio da testada frontal;permitido-tipo 1
1520;CSII 1;2000<a≤3500;1,00;1,50;60;30;12,00;3,00;3,00;3,00;bilateral;-;-;ponto médio da testada frontal;permitido-tipo 2
1521;CSII 2(2);a≤2550;1,80;2,50;80;10;15,50;-;-;-;-;obrigatória;-;ponto médio da testada frontal;permitido-tipo 2
1522;CSII 2(2);2550<a≤8500;1,80;2,50;70;20;22,50;-;-;-;-;obrigatória;-;ponto médio da testada frontal;permitido-tipo 2
1523;CSII 2;20000<a≤22000;1,20;1,20;50;30;22,50;-;-;-;-;-;-;ponto médio da edificação;permitido-tipo 2
1524;CSII 2 - Parque das Bençãos(3);1500<a≤4000;1,00;4,00;70;20;36,50;-;-;-;-;obrigatória;-;ponto médio da testada frontal;permitido-tipo 2
1525;CSII 2 - Subcentro;5500<a≤8500;1,80;3,00;70;20;19,00;-;-;-;-;proibida;-;ponto médio da testada frontal;permitido-tipo 2
1526;CSII 2 - Centro;7800<a≤10500;1,80;4,00;70;20;26,00;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 2
1527;CSII 3;7000<a≤7600;1,40;2,00;70;20;12,00;-;-;-;-;-;-;ponto médio da edificação;permitido-tipo 2
1528;CSIIndR;a≤300;4,00;4,00;100;-;15,50;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 1
1529;CSIInd 1;a≤255;1,80;1,80;100;-;12,00;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 1
1530;CSIInd 1;255<a≤400;3,20;3,20;80;10;15,50;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 2
1531;CSIInd 1;400<a≤4000;3,20;3,20;70;20;19,00;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 2
1532;CSIInd 1 - Parque das Bençãos;2500<a≤10500;0,50;2,00;60;30;15,50;5,00;5,00;5,00;bilateral;-;-;ponto médio da edificação;permitido-tipo 2
1533;CSIInd 2;268000<a≤270000;0,80;0,80;40;50;19,00;-;-;-;-;-;-;ponto médio da edificação;permitido-tipo 1
1534;Inst;500<a≤3300;1,80;2,10;80;10;15,50;-;-;-;-;-;-;ponto médio da testada frontal;permitido-tipo 2
1535;Inst;7500<a≤25000;1,00;1,50;50;30;22,50;-;-;-;-;-;-;ponto médio da edificação;permitido-tipo 2
1536;PAC 1(9);a<1000;0,25;0,25;25;-;8,50;-;-;-;-;proibida;-;ponto médio da testada frontal;permitido-tipo 1
1537;PAC 2(7);900<a≤5500;0,50;0,50;50;-;8,50;-;-;-;-;proibida;-;ponto médio da testada frontal;permitido-tipo 1
1538;PAC 2 - Tipo A(7);1000≤a<2000;0,25;0,50;50;-;8,50;-;-;-;-;proibida;-;ponto médio da testada frontal;permitido-tipo 1
